time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,mode,armed
58.347,-0.2650,1.4436,2.5174,0.3176,-1.5643,-0.0829,-0.003633,-0.002616,0.000231,-0.999990,0.416,0.300,-0.025,OFFBOARD,1
58.411,-0.2448,1.3449,2.5155,0.3116,-1.5481,-0.0816,0.001152,-0.001779,0.000112,-0.999998,-0.132,0.204,-0.013,OFFBOARD,1
58.451,-0.2324,1.2837,2.5139,0.3072,-1.5337,-0.0806,0.007783,-0.000631,-0.000050,-0.999970,-0.892,0.072,0.005,OFFBOARD,1
58.515,-0.2129,1.1870,2.5107,0.2989,-1.5046,-0.0789,0.011905,0.000121,-0.000169,-0.999929,-1.364,-0.014,0.020,OFFBOARD,1
58.547,-0.2033,1.1394,2.5090,0.2940,-1.4866,-0.0774,0.017849,0.001121,-0.000261,-0.999840,-2.045,-0.128,0.032,OFFBOARD,1
58.579,-0.1939,1.0923,2.5072,0.2894,-1.4674,-0.0762,0.021102,0.001689,-0.000329,-0.999776,-2.418,-0.193,0.042,OFFBOARD,1
58.652,-0.1745,0.9853,2.5092,0.2773,-1.4216,-0.0715,0.025440,0.002415,-0.000371,-0.999673,-2.916,-0.276,0.050,OFFBOARD,1
58.716,-0.1578,0.8935,2.5095,0.2652,-1.3757,-0.0697,0.027808,0.002813,-0.000379,-0.999609,-3.187,-0.321,0.052,OFFBOARD,1
58.756,-0.1477,0.8378,2.5090,0.2581,-1.3450,-0.0693,0.031790,0.003339,-0.000374,-0.999489,-3.644,-0.381,0.055,OFFBOARD,1
58.812,-0.1339,0.7622,2.5077,0.2477,-1.2991,-0.0698,0.034163,0.003646,-0.000336,-0.999410,-3.916,-0.416,0.053,OFFBOARD,1
58.852,-0.1244,0.7099,2.5062,0.2404,-1.2642,-0.0690,0.037093,0.003943,-0.000287,-0.999304,-4.252,-0.450,0.050,OFFBOARD,1
58.916,-0.1097,0.6293,2.5035,0.2273,-1.2067,-0.0684,0.039196,0.004161,-0.000261,-0.999223,-4.493,-0.475,0.049,OFFBOARD,1
58.948,-0.1027,0.5904,2.5020,0.2208,-1.1773,-0.0674,0.041452,0.004452,-0.000177,-0.999131,-4.752,-0.509,0.041,OFFBOARD,1
59.012,-0.0888,0.5137,2.5009,0.2078,-1.1169,-0.0639,0.042847,0.004628,-0.000148,-0.999071,-4.912,-0.529,0.040,OFFBOARD,1
59.052,-0.0802,0.4668,2.5015,0.1995,-1.0795,-0.0614,0.044517,0.004823,-0.000105,-0.998997,-5.103,-0.552,0.037,OFFBOARD,1
59.116,-0.0673,0.3954,2.5014,0.1864,-1.0183,-0.0590,0.045590,0.004891,-0.000071,-0.998948,-5.226,-0.560,0.034,OFFBOARD,1
59.148,-0.0612,0.3615,2.5010,0.1805,-0.9873,-0.0581,0.047136,0.004965,-0.000055,-0.998876,-5.404,-0.568,0.033,OFFBOARD,1
59.180,-0.0553,0.3287,2.5004,0.1744,-0.9564,-0.0579,0.048093,0.005031,-0.000041,-0.998830,-5.513,-0.576,0.032,OFFBOARD,1
59.252,-0.0428,0.2591,2.4982,0.1599,-0.8858,-0.0569,0.049108,0.005119,-0.000005,-0.998780,-5.630,-0.586,0.029,OFFBOARD,1
59.316,-0.0326,0.2021,2.4954,0.1473,-0.8231,-0.0546,0.049674,0.005197,-0.000003,-0.998752,-5.695,-0.595,0.030,OFFBOARD,1
59.349,-0.0278,0.1752,2.4939,0.1412,-0.7918,-0.0532,0.050204,0.005227,0.000031,-0.998725,-5.756,-0.598,0.027,OFFBOARD,1
59.413,-0.0176,0.1241,2.4933,0.1305,-0.7304,-0.0509,0.050462,0.005152,0.000070,-0.998713,-5.785,-0.590,0.022,OFFBOARD,1
59.453,-0.0110,0.0939,2.4941,0.1242,-0.6922,-0.0483,0.050428,0.005159,0.000099,-0.998714,-5.781,-0.591,0.019,OFFBOARD,1
59.485,-0.0060,0.0711,2.4944,0.1185,-0.6619,-0.0474,0.050331,0.005190,0.000090,-0.998719,-5.770,-0.595,0.020,OFFBOARD,1
59.549,0.0031,0.0285,2.4943,0.1071,-0.6028,-0.0456,0.049922,0.005231,0.000056,-0.998739,-5.723,-0.599,0.023,OFFBOARD,1
59.613,0.0112,-0.0100,2.4933,0.0972,-0.5467,-0.0449,0.049566,0.005278,0.000054,-0.998757,-5.682,-0.604,0.024,OFFBOARD,1
59.653,0.0158,-0.0321,2.4923,0.0909,-0.5115,-0.0440,0.048961,0.005321,0.000043,-0.998787,-5.613,-0.609,0.025,OFFBOARD,1
59.717,0.0225,-0.0644,2.4904,0.0810,-0.4578,-0.0426,0.048542,0.005318,-0.000010,-0.998807,-5.565,-0.609,0.031,OFFBOARD,1
59.749,0.0255,-0.0791,2.4894,0.0765,-0.4314,-0.0424,0.047804,0.005287,-0.000079,-0.998843,-5.480,-0.605,0.038,OFFBOARD,1
59.813,0.0316,-0.1074,2.4897,0.0664,-0.3816,-0.0402,0.047195,0.005259,-0.000056,-0.998872,-5.410,-0.602,0.035,OFFBOARD,1
59.853,0.0353,-0.1242,2.4910,0.0603,-0.3520,-0.0390,0.046160,0.005201,0.000011,-0.998921,-5.292,-0.595,0.026,OFFBOARD,1
59.917,0.0404,-0.1481,2.4921,0.0504,-0.3064,-0.0385,0.045435,0.005061,-0.000006,-0.998955,-5.208,-0.579,0.027,OFFBOARD,1
59.958,0.0432,-0.1612,2.4923,0.0450,-0.2786,-0.0386,0.044499,0.004826,-0.000002,-0.998998,-5.101,-0.552,0.025,OFFBOARD,1
59.982,0.0447,-0.1685,2.4922,0.0417,-0.2624,-0.0390,0.043867,0.004645,0.000028,-0.999027,-5.029,-0.532,0.020,OFFBOARD,1
60.054,0.0486,-0.1878,2.4914,0.0323,-0.2160,-0.0385,0.042919,0.004393,0.000060,-0.999069,-4.920,-0.503,0.015,OFFBOARD,1
60.086,0.0500,-0.1952,2.4908,0.0277,-0.1964,-0.0382,0.042182,0.004210,0.000041,-0.999101,-4.835,-0.482,0.016,OFFBOARD,1
60.158,0.0525,-0.2092,2.4889,0.0194,-0.1533,-0.0385,0.040948,0.003953,0.000035,-0.999153,-4.694,-0.453,0.015,OFFBOARD,1
60.222,0.0545,-0.2197,2.4892,0.0116,-0.1184,-0.0370,0.040087,0.003768,0.000046,-0.999189,-4.595,-0.432,0.012,OFFBOARD,1
60.254,0.0554,-0.2243,2.4898,0.0081,-0.1011,-0.0365,0.038718,0.003421,0.000031,-0.999244,-4.438,-0.392,0.012,OFFBOARD,1
60.318,0.0566,-0.2316,2.4905,0.0019,-0.0693,-0.0363,0.037379,0.003141,0.000054,-0.999296,-4.284,-0.360,0.007,OFFBOARD,1
60.350,0.0570,-0.2343,2.4903,-0.0005,-0.0543,-0.0365,0.036468,0.002963,0.000055,-0.999330,-4.180,-0.340,0.006,OFFBOARD,1
60.414,0.0575,-0.2382,2.4895,-0.0067,-0.0262,-0.0375,0.035434,0.002735,0.000014,-0.999368,-4.061,-0.313,0.010,OFFBOARD,1
60.454,0.0575,-0.2396,2.4886,-0.0106,-0.0095,-0.0380,0.034154,0.002477,-0.000000,-0.999414,-3.915,-0.284,0.010,OFFBOARD,1
60.518,0.0572,-0.2403,2.4866,-0.0157,0.0143,-0.0388,0.033239,0.002301,-0.000010,-0.999445,-3.810,-0.263,0.010,OFFBOARD,1
60.550,0.0568,-0.2401,2.4855,-0.0186,0.0253,-0.0388,0.031841,0.001927,-0.000009,-0.999491,-3.649,-0.221,0.008,OFFBOARD,1
60.622,0.0561,-0.2383,2.4855,-0.0235,0.0488,-0.0363,0.031101,0.001728,-0.000011,-0.999515,-3.565,-0.198,0.007,OFFBOARD,1
60.655,0.0556,-0.2369,2.4858,-0.0248,0.0586,-0.0348,0.029805,0.001323,-0.000016,-0.999555,-3.416,-0.152,0.006,OFFBOARD,1
60.719,0.0546,-0.2331,2.4859,-0.0294,0.0772,-0.0354,0.028884,0.001088,-0.000025,-0.999582,-3.310,-0.125,0.006,OFFBOARD,1
60.751,0.0539,-0.2308,2.4856,-0.0305,0.0847,-0.0357,0.027536,0.000792,-0.000062,-0.999620,-3.156,-0.091,0.010,OFFBOARD,1
60.823,0.0520,-0.2245,2.4842,-0.0336,0.1018,-0.0360,0.026714,0.000564,-0.000108,-0.999643,-3.062,-0.064,0.014,OFFBOARD,1
60.855,0.0511,-0.2212,2.4833,-0.0349,0.1078,-0.0358,0.025442,0.000273,-0.000155,-0.999676,-2.916,-0.031,0.019,OFFBOARD,1
60.919,0.0492,-0.2142,2.4811,-0.0361,0.1190,-0.0349,0.024477,0.000119,-0.000178,-0.999700,-2.805,-0.013,0.021,OFFBOARD,1
60.959,0.0479,-0.2094,2.4795,-0.0366,0.1246,-0.0354,0.023273,-0.000089,-0.000191,-0.999729,-2.667,0.011,0.022,OFFBOARD,1
60.991,0.0472,-0.2057,2.4787,-0.0370,0.1288,-0.0349,0.022619,-0.000206,-0.000166,-0.999744,-2.592,0.024,0.019,OFFBOARD,1
61.055,0.0476,-0.1995,2.4799,-0.0372,0.1353,-0.0320,0.021629,-0.000412,-0.000125,-0.999766,-2.479,0.048,0.013,OFFBOARD,1
61.087,0.0477,-0.1961,2.4802,-0.0375,0.1381,-0.0306,0.021006,-0.000493,-0.000071,-0.999779,-2.407,0.057,0.007,OFFBOARD,1
61.151,0.0474,-0.1887,2.4802,-0.0379,0.1430,-0.0300,0.020217,-0.000522,-0.000031,-0.999795,-2.317,0.060,0.002,OFFBOARD,1
61.183,0.0471,-0.1848,2.4799,-0.0379,0.1451,-0.0298,0.019707,-0.000508,-0.000053,-0.999806,-2.258,0.058,0.005,OFFBOARD,1
61.256,0.0461,-0.1755,2.4788,-0.0386,0.1485,-0.0307,0.019070,-0.000462,-0.000070,-0.999818,-2.185,0.053,0.007,OFFBOARD,1
61.320,0.0448,-0.1668,2.4773,-0.0390,0.1513,-0.0315,0.018569,-0.000432,-0.000065,-0.999827,-2.128,0.050,0.007,OFFBOARD,1
61.352,0.0441,-0.1623,2.4764,-0.0394,0.1518,-0.0315,0.017864,-0.000469,-0.000107,-0.999840,-2.047,0.054,0.011,OFFBOARD,1
61.384,0.0433,-0.1578,2.4753,-0.0394,0.1516,-0.0309,0.017387,-0.000510,-0.000077,-0.999849,-1.992,0.059,0.008,OFFBOARD,1
61.456,0.0403,-0.1509,2.4769,-0.0407,0.1499,-0.0282,0.016673,-0.000636,-0.000140,-0.999861,-1.911,0.073,0.015,OFFBOARD,1
61.488,0.0389,-0.1477,2.4772,-0.0407,0.1487,-0.0276,0.016323,-0.000758,-0.000170,-0.999867,-1.871,0.087,0.018,OFFBOARD,1
61.552,0.0362,-0.1408,2.4772,-0.0411,0.1467,-0.0276,0.016044,-0.001073,-0.000144,-0.999871,-1.839,0.123,0.015,OFFBOARD,1
61.584,0.0348,-0.1372,2.4770,-0.0410,0.1455,-0.0274,0.015931,-0.001198,-0.000117,-0.999872,-1.826,0.137,0.011,OFFBOARD,1
61.656,0.0317,-0.1289,2.4761,-0.0412,0.1425,-0.0275,0.015726,-0.001466,-0.000087,-0.999875,-1.802,0.168,0.007,OFFBOARD,1
61.688,0.0303,-0.1251,2.4755,-0.0408,0.1412,-0.0278,0.015592,-0.001627,-0.000080,-0.999877,-1.787,0.187,0.006,OFFBOARD,1
61.752,0.0276,-0.1174,2.4738,-0.0406,0.1394,-0.0283,0.015297,-0.001846,-0.000127,-0.999881,-1.753,0.212,0.011,OFFBOARD,1
61.784,0.0262,-0.1135,2.4729,-0.0396,0.1385,-0.0278,0.015061,-0.001991,-0.000158,-0.999885,-1.726,0.228,0.015,OFFBOARD,1
61.857,0.0262,-0.1046,2.4729,-0.0377,0.1352,-0.0255,0.014632,-0.002113,-0.000131,-0.999891,-1.677,0.242,0.011,OFFBOARD,1
61.889,0.0261,-0.1006,2.4728,-0.0363,0.1340,-0.0250,0.014369,-0.002122,-0.000141,-0.999895,-1.647,0.243,0.013,OFFBOARD,1
61.953,0.0256,-0.0927,2.4721,-0.0346,0.1304,-0.0240,0.013959,-0.002058,-0.000130,-0.999900,-1.600,0.236,0.012,OFFBOARD,1
61.985,0.0253,-0.0888,2.4717,-0.0341,0.1286,-0.0239,0.013697,-0.001982,-0.000131,-0.999904,-1.570,0.227,0.012,OFFBOARD,1
62.057,0.0243,-0.0801,2.4703,-0.0327,0.1235,-0.0234,0.013357,-0.001875,-0.000143,-0.999909,-1.531,0.215,0.014,OFFBOARD,1
62.089,0.0238,-0.0763,2.4694,-0.0318,0.1217,-0.0248,0.013292,-0.001761,-0.000191,-0.999910,-1.523,0.202,0.019,OFFBOARD,1
62.153,0.0227,-0.0689,2.4669,-0.0302,0.1161,-0.0449,0.012212,-0.001980,-0.000183,-0.999923,-1.399,0.227,0.018,OFFBOARD,1
62.185,0.0221,-0.0653,2.4649,-0.0295,0.1120,-0.0662,0.010442,-0.002303,-0.000173,-0.999943,-1.197,0.264,0.017,OFFBOARD,1
62.257,0.0225,-0.0561,2.4590,-0.0266,0.1014,-0.1390,0.008712,-0.002625,-0.000120,-0.999959,-0.998,0.301,0.011,OFFBOARD,1
62.289,0.0225,-0.0524,2.4543,-0.0256,0.0959,-0.1820,0.006764,-0.003005,-0.000046,-0.999973,-0.775,0.344,0.003,OFFBOARD,1
62.353,0.0225,-0.0456,2.4399,-0.0235,0.0830,-0.2808,0.005591,-0.003239,-0.000023,-0.999979,-0.641,0.371,0.001,OFFBOARD,1
62.385,0.0224,-0.0426,2.4300,-0.0219,0.0768,-0.3366,0.005240,-0.003293,0.000012,-0.999981,-0.600,0.377,-0.003,AUTO.LAND,1
62.457,0.0221,-0.0367,2.4004,-0.0203,0.0614,-0.4782,0.005029,-0.003262,0.000002,-0.999982,-0.576,0.374,-0.002,AUTO.LAND,1
62.489,0.0219,-0.0345,2.3837,-0.0195,0.0545,-0.5466,0.004958,-0.003206,-0.000019,-0.999983,-0.568,0.367,0.000,AUTO.LAND,1
62.554,0.0214,-0.0309,2.3441,-0.0177,0.0404,-0.6668,0.004874,-0.003209,-0.000024,-0.999983,-0.559,0.368,0.001,AUTO.LAND,1
62.586,0.0212,-0.0294,2.3218,-0.0164,0.0337,-0.7105,0.004813,-0.003319,-0.000029,-0.999983,-0.552,0.380,0.001,AUTO.LAND,1
62.658,0.0208,-0.0272,2.2718,-0.0140,0.0186,-0.7710,0.004546,-0.003478,0.000025,-0.999984,-0.521,0.399,-0.005,AUTO.LAND,1
62.690,0.0206,-0.0265,2.2482,-0.0130,0.0118,-0.7852,0.004301,-0.003618,0.000067,-0.999984,-0.493,0.415,-0.009,AUTO.LAND,1
62.762,0.0202,-0.0260,2.1936,-0.0097,-0.0040,-0.7936,0.003898,-0.003848,0.000094,-0.999985,-0.447,0.441,-0.012,AUTO.LAND,1
62.786,0.0201,-0.0260,2.1753,-0.0087,-0.0086,-0.7903,0.003616,-0.003999,0.000063,-0.999985,-0.414,0.458,-0.009,AUTO.LAND,1
62.858,0.0199,-0.0269,2.1209,-0.0049,-0.0226,-0.7632,0.003284,-0.004162,-0.000007,-0.999986,-0.376,0.477,-0.001,AUTO.LAND,1
62.890,0.0199,-0.0276,2.0973,-0.0034,-0.0290,-0.7468,0.004276,-0.004225,0.000011,-0.999982,-0.490,0.484,-0.003,AUTO.LAND,1
62.954,0.0198,-0.0296,2.0517,-0.0014,-0.0385,-0.7055,0.008079,-0.003588,0.000038,-0.999961,-0.926,0.411,-0.008,AUTO.LAND,1
62.994,0.0200,-0.0309,2.0246,-0.0002,-0.0421,-0.6794,0.011677,-0.002674,0.000031,-0.999928,-1.338,0.306,-0.007,AUTO.LAND,1
63.058,0.0211,-0.0320,1.9835,0.0010,-0.0443,-0.6572,0.015344,-0.001518,-0.000029,-0.999881,-1.758,0.174,0.001,AUTO.LAND,1
63.090,0.0216,-0.0326,1.9631,0.0009,-0.0438,-0.6515,0.016749,-0.001022,-0.000070,-0.999859,-1.919,0.117,0.006,AUTO.LAND,1
63.155,0.0224,-0.0341,1.9225,0.0003,-0.0409,-0.6482,0.017105,-0.000655,-0.000154,-0.999853,-1.960,0.075,0.016,AUTO.LAND,1
63.187,0.0227,-0.0348,1.9022,0.0004,-0.0396,-0.6484,0.016606,-0.000613,-0.000178,-0.999862,-1.903,0.071,0.019,AUTO.LAND,1
63.259,0.0233,-0.0365,1.8561,-0.0006,-0.0365,-0.6501,0.015954,-0.000690,-0.000162,-0.999872,-1.828,0.079,0.017,AUTO.LAND,1
63.291,0.0235,-0.0373,1.8354,-0.0016,-0.0361,-0.6520,0.015178,-0.000815,-0.000155,-0.999884,-1.739,0.094,0.016,AUTO.LAND,1
63.323,0.0236,-0.0380,1.8147,-0.0024,-0.0354,-0.6545,0.014319,-0.001020,-0.000201,-0.999897,-1.641,0.117,0.021,AUTO.LAND,1
63.395,0.0238,-0.0399,1.7677,-0.0029,-0.0360,-0.6590,0.013805,-0.001330,-0.000209,-0.999904,-1.582,0.153,0.022,AUTO.LAND,1
63.459,0.0241,-0.0421,1.7262,-0.0032,-0.0369,-0.6627,0.013740,-0.001489,-0.000189,-0.999905,-1.575,0.171,0.019,AUTO.LAND,1
63.491,0.0243,-0.0432,1.7053,-0.0035,-0.0369,-0.6652,0.013987,-0.001607,-0.000200,-0.999901,-1.603,0.184,0.020,AUTO.LAND,1
63.523,0.0243,-0.0444,1.6842,-0.0035,-0.0374,-0.6666,0.014231,-0.001622,-0.000196,-0.999897,-1.631,0.186,0.020,AUTO.LAND,1
63.587,0.0244,-0.0467,1.6418,-0.0036,-0.0384,-0.6696,0.014488,-0.001607,-0.000197,-0.999894,-1.660,0.184,0.020,AUTO.LAND,1
63.619,0.0245,-0.0479,1.6204,-0.0033,-0.0394,-0.6713,0.014935,-0.001593,-0.000193,-0.999887,-1.711,0.183,0.019,AUTO.LAND,1
63.691,0.0245,-0.0506,1.5722,-0.0033,-0.0392,-0.6741,0.015173,-0.001547,-0.000219,-0.999884,-1.739,0.178,0.022,AUTO.LAND,1
63.723,0.0244,-0.0518,1.5506,-0.0036,-0.0390,-0.6752,0.015427,-0.001468,-0.000208,-0.999880,-1.768,0.169,0.021,AUTO.LAND,1
63.788,0.0243,-0.0542,1.5073,-0.0038,-0.0386,-0.6771,0.015547,-0.001440,-0.000198,-0.999878,-1.782,0.165,0.020,AUTO.LAND,1
63.828,0.0247,-0.0546,1.4796,-0.0036,-0.0374,-0.6790,0.015682,-0.001445,-0.000222,-0.999876,-1.797,0.166,0.023,AUTO.LAND,1
63.892,0.0252,-0.0554,1.4352,-0.0041,-0.0353,-0.6813,0.015760,-0.001484,-0.000221,-0.999875,-1.806,0.170,0.023,AUTO.LAND,1
63.924,0.0254,-0.0559,1.4129,-0.0036,-0.0345,-0.6823,0.015704,-0.001492,-0.000199,-0.999876,-1.800,0.171,0.020,AUTO.LAND,1
63.988,0.0257,-0.0569,1.3685,-0.0034,-0.0334,-0.6833,0.015631,-0.001505,-0.000208,-0.999877,-1.791,0.173,0.021,AUTO.LAND,1
64.028,0.0258,-0.0576,1.3407,-0.0042,-0.0324,-0.6832,0.015522,-0.001465,-0.000196,-0.999878,-1.779,0.168,0.020,AUTO.LAND,1
64.092,0.0259,-0.0589,1.2963,-0.0045,-0.0321,-0.6832,0.015411,-0.001414,-0.000170,-0.999880,-1.766,0.162,0.017,AUTO.LAND,1
64.124,0.0259,-0.0595,1.2742,-0.0048,-0.0317,-0.6831,0.015332,-0.001462,-0.000163,-0.999881,-1.757,0.168,0.016,AUTO.LAND,1
64.188,0.0258,-0.0609,1.2299,-0.0053,-0.0309,-0.6837,0.015309,-0.001505,-0.000174,-0.999882,-1.754,0.173,0.017,AUTO.LAND,1
64.220,0.0265,-0.0619,1.2079,-0.0051,-0.0307,-0.6841,0.015330,-0.001608,-0.000162,-0.999881,-1.757,0.185,0.016,AUTO.LAND,1
64.293,0.0278,-0.0642,1.1585,-0.0043,-0.0292,-0.6837,0.015414,-0.001633,-0.000155,-0.999880,-1.766,0.187,0.015,AUTO.LAND,1
64.325,0.0283,-0.0652,1.1365,-0.0038,-0.0287,-0.6838,0.015520,-0.001562,-0.000164,-0.999878,-1.778,0.179,0.016,AUTO.LAND,1
64.389,0.0292,-0.0671,1.0925,-0.0033,-0.0284,-0.6840,0.015556,-0.001426,-0.000152,-0.999878,-1.783,0.164,0.015,AUTO.LAND,1
64.421,0.0295,-0.0681,1.0705,-0.0032,-0.0281,-0.6838,0.015664,-0.001280,-0.000084,-0.999877,-1.795,0.147,0.007,AUTO.LAND,1
64.493,0.0301,-0.0701,1.0210,-0.0029,-0.0275,-0.6845,0.015802,-0.001076,-0.000099,-0.999875,-1.811,0.124,0.009,AUTO.LAND,1
64.525,0.0303,-0.0711,0.9990,-0.0027,-0.0273,-0.6845,0.015958,-0.001013,-0.000144,-0.999872,-1.829,0.116,0.015,AUTO.LAND,1
64.589,0.0306,-0.0728,0.9549,-0.0028,-0.0265,-0.6861,0.016113,-0.000936,-0.000146,-0.999870,-1.846,0.108,0.015,AUTO.LAND,1
64.629,0.0314,-0.0724,0.9264,-0.0024,-0.0250,-0.6870,0.016135,-0.000903,-0.000157,-0.999869,-1.849,0.104,0.016,AUTO.LAND,1
64.693,0.0323,-0.0720,0.8810,-0.0031,-0.0224,-0.6881,0.016172,-0.000847,-0.000150,-0.999869,-1.853,0.097,0.016,AUTO.LAND,1
64.725,0.0327,-0.0719,0.8584,-0.0037,-0.0216,-0.6875,0.016011,-0.000822,-0.000146,-0.999872,-1.835,0.094,0.015,AUTO.LAND,1
64.789,0.0332,-0.0718,0.8133,-0.0049,-0.0193,-0.6872,0.015796,-0.000877,-0.000135,-0.999875,-1.810,0.101,0.014,AUTO.LAND,1
64.829,0.0334,-0.0718,0.7852,-0.0051,-0.0184,-0.6867,0.015578,-0.000947,-0.000127,-0.999878,-1.785,0.109,0.013,AUTO.LAND,1
64.894,0.0335,-0.0720,0.7405,-0.0059,-0.0186,-0.6861,0.015336,-0.000993,-0.000157,-0.999882,-1.757,0.114,0.016,AUTO.LAND,1
64.966,0.0335,-0.0724,0.6903,-0.0062,-0.0179,-0.6860,0.015280,-0.001024,-0.000161,-0.999883,-1.751,0.118,0.017,AUTO.LAND,1
64.990,0.0335,-0.0725,0.6736,-0.0064,-0.0177,-0.6858,0.015226,-0.001068,-0.000148,-0.999884,-1.745,0.123,0.015,AUTO.LAND,1
65.062,0.0355,-0.0730,0.6253,-0.0056,-0.0176,-0.6841,0.015242,-0.001062,-0.000131,-0.999883,-1.747,0.122,0.013,AUTO.LAND,1
65.094,0.0363,-0.0732,0.6038,-0.0056,-0.0172,-0.6841,0.015301,-0.001040,-0.000141,-0.999882,-1.753,0.119,0.014,AUTO.LAND,1
65.126,0.0369,-0.0735,0.5823,-0.0059,-0.0170,-0.6840,0.015383,-0.000985,-0.000143,-0.999881,-1.763,0.113,0.015,AUTO.LAND,1
65.198,0.0380,-0.0742,0.5337,-0.0060,-0.0167,-0.6841,0.015411,-0.000924,-0.000146,-0.999881,-1.766,0.106,0.015,AUTO.LAND,1
65.222,0.0383,-0.0744,0.5175,-0.0060,-0.0166,-0.6848,0.015431,-0.000785,-0.000121,-0.999881,-1.768,0.090,0.012,AUTO.LAND,1
65.294,0.0390,-0.0752,0.4685,-0.0059,-0.0165,-0.6865,0.015480,-0.000733,-0.000094,-0.999880,-1.774,0.084,0.010,AUTO.LAND,1
65.326,0.0392,-0.0756,0.4467,-0.0059,-0.0159,-0.6869,0.015496,-0.000579,-0.000086,-0.999880,-1.776,0.066,0.009,AUTO.LAND,1
65.391,0.0394,-0.0764,0.4030,-0.0069,-0.0154,-0.6877,0.015511,-0.000475,-0.000129,-0.999880,-1.777,0.055,0.014,AUTO.LAND,1
65.431,0.0407,-0.0760,0.3745,-0.0065,-0.0148,-0.6891,0.015531,-0.000475,-0.000173,-0.999879,-1.780,0.055,0.019,AUTO.LAND,1
65.495,0.0422,-0.0757,0.3290,-0.0060,-0.0139,-0.6906,0.015515,-0.000488,-0.000178,-0.999880,-1.778,0.056,0.019,AUTO.LAND,1
65.527,0.0429,-0.0756,0.3063,-0.0065,-0.0135,-0.6909,0.015433,-0.000377,-0.000238,-0.999881,-1.769,0.044,0.027,AUTO.LAND,1
65.591,0.0439,-0.0755,0.2610,-0.0071,-0.0129,-0.6913,0.015386,-0.000289,-0.000231,-0.999882,-1.763,0.033,0.026,AUTO.LAND,1
65.623,0.0442,-0.0755,0.2384,-0.0074,-0.0125,-0.6912,0.015330,-0.000179,-0.000261,-0.999882,-1.757,0.021,0.030,AUTO.LAND,1
65.695,0.0448,-0.0756,0.1878,-0.0092,-0.0112,-0.6906,0.015284,-0.000184,-0.000266,-0.999883,-1.752,0.021,0.030,AUTO.LAND,1
65.727,0.0449,-0.0757,0.1653,-0.0094,-0.0111,-0.6906,0.015190,-0.000167,-0.000200,-0.999885,-1.741,0.019,0.023,AUTO.LAND,1
65.799,0.0452,-0.0757,0.1149,-0.0108,-0.0108,-0.6904,0.015108,-0.000227,-0.000167,-0.999886,-1.731,0.026,0.019,AUTO.LAND,1
65.823,0.0460,-0.0749,0.0981,-0.0109,-0.0104,-0.6908,0.015055,-0.000336,-0.000118,-0.999887,-1.725,0.039,0.013,AUTO.LAND,1
65.895,0.0479,-0.0729,0.0478,-0.0117,-0.0086,-0.6912,0.015059,-0.000412,-0.000091,-0.999887,-1.726,0.047,0.010,AUTO.LAND,1
65.927,0.0485,-0.0725,0.0179,-0.0198,-0.0301,-1.2306,0.015041,-0.000411,-0.000087,-0.999887,-1.724,0.047,0.009,AUTO.LAND,1
65.992,0.0489,-0.0726,-0.0572,-0.0193,-0.0224,-1.0521,0.015599,-0.000620,-0.000083,-0.999878,-1.788,0.071,0.008,AUTO.LAND,1
66.024,0.0490,-0.0725,-0.0889,-0.0191,-0.0170,-0.9217,0.016680,-0.001172,-0.000084,-0.999860,-1.912,0.134,0.007,AUTO.LAND,1
66.096,0.0490,-0.0719,-0.1475,-0.0189,-0.0080,-0.7215,0.016459,-0.001240,-0.000132,-0.999864,-1.886,0.142,0.013,AUTO.LAND,1
66.128,0.0489,-0.0717,-0.1698,-0.0185,-0.0057,-0.6724,0.015346,-0.001169,-0.000140,-0.999882,-1.759,0.134,0.014,AUTO.LAND,1
66.200,0.0488,-0.0709,-0.2104,-0.0185,-0.0033,-0.6145,0.014532,-0.001017,-0.000158,-0.999894,-1.665,0.117,0.016,AUTO.LAND,1
66.224,0.0494,-0.0705,-0.2090,-0.0177,-0.0024,-0.5994,0.013788,-0.000789,-0.000143,-0.999905,-1.580,0.091,0.015,AUTO.LAND,1
66.296,0.0508,-0.0695,-0.2101,-0.0177,-0.0019,-0.5825,0.013515,-0.000667,-0.000128,-0.999908,-1.549,0.077,0.014,AUTO.LAND,1
66.328,0.0512,-0.0691,-0.2132,-0.0178,-0.0024,-0.5896,0.013355,-0.000492,-0.000140,-0.999911,-1.530,0.057,0.015,AUTO.LAND,1
66.392,0.0518,-0.0685,-0.2249,-0.0179,-0.0036,-0.6184,0.013392,-0.000410,-0.000140,-0.999910,-1.535,0.047,0.015,AUTO.LAND,1
66.424,0.0519,-0.0683,-0.2334,-0.0183,-0.0049,-0.6368,0.013491,-0.000271,-0.000133,-0.999909,-1.546,0.031,0.015,AUTO.LAND,1
66.497,0.0518,-0.0681,-0.2583,-0.0204,-0.0063,-0.6797,0.013636,-0.000271,-0.000112,-0.999907,-1.563,0.031,0.012,AUTO.LAND,1
66.529,0.0516,-0.0681,-0.2717,-0.0208,-0.0070,-0.6970,0.013863,-0.000324,-0.000109,-0.999904,-1.589,0.037,0.012,AUTO.LAND,1
